timestamp,gpu_util_pct,mem_util_pct,mem_used_MB,mem_total_MB
2026/06/02 17:40:52.348, 0, 0, 1007, 23034
2026/06/02 17:40:57.350, 0, 0, 1007, 23034
2026/06/02 17:41:02.351, 0, 0, 1007, 23034
2026/06/02 17:41:07.352, 0, 0, 1007, 23034
2026/06/02 17:41:12.352, 0, 0, 1007, 23034
2026/06/02 17:41:17.353, 0, 0, 1007, 23034
2026/06/02 17:41:22.353, 0, 0, 1007, 23034
2026/06/02 17:41:27.354, 0, 0, 1007, 23034
2026/06/02 17:41:32.355, 0, 0, 1007, 23034
2026/06/02 17:41:37.356, 0, 0, 1007, 23034
2026/06/02 17:41:42.357, 0, 0, 1007, 23034
2026/06/02 17:41:47.358, 0, 0, 1007, 23034
2026/06/02 17:41:52.358, 0, 0, 1007, 23034
2026/06/02 17:41:57.359, 0, 0, 1007, 23034
2026/06/02 17:42:02.360, 0, 0, 1007, 23034
2026/06/02 17:42:07.362, 0, 0, 1007, 23034
2026/06/02 17:42:12.363, 0, 0, 1007, 23034
2026/06/02 17:42:17.363, 0, 0, 1007, 23034
2026/06/02 17:42:22.364, 0, 0, 1007, 23034
2026/06/02 17:42:27.365, 0, 0, 1007, 23034
2026/06/02 17:42:32.367, 0, 0, 1007, 23034
2026/06/02 17:42:37.368, 0, 0, 1007, 23034
2026/06/02 17:42:42.368, 0, 0, 1007, 23034
2026/06/02 17:42:47.370, 0, 0, 1007, 23034
2026/06/02 17:42:52.371, 0, 0, 1007, 23034
2026/06/02 17:42:57.372, 0, 0, 1007, 23034
2026/06/02 17:43:02.373, 0, 0, 1007, 23034
