timestamp,gpu_util_pct,mem_util_pct,mem_used_MB,mem_total_MB
2026/05/29 12:35:19.498, 0, 0, 637, 23034
2026/05/29 12:35:24.500, 0, 0, 637, 23034
2026/05/29 12:35:29.501, 0, 0, 637, 23034
2026/05/29 12:35:34.501, 0, 0, 637, 23034
2026/05/29 12:35:39.502, 0, 0, 637, 23034
2026/05/29 12:35:44.502, 0, 0, 637, 23034
2026/05/29 12:35:49.503, 0, 0, 637, 23034
2026/05/29 12:35:54.504, 0, 0, 637, 23034
2026/05/29 12:35:59.504, 0, 0, 637, 23034
2026/05/29 12:36:04.506, 0, 0, 637, 23034
2026/05/29 12:36:09.508, 0, 0, 637, 23034
2026/05/29 12:36:14.508, 0, 0, 637, 23034
2026/05/29 12:36:19.510, 0, 0, 637, 23034
2026/05/29 12:36:24.511, 0, 0, 637, 23034
2026/05/29 12:36:29.512, 0, 0, 637, 23034
2026/05/29 12:36:34.514, 0, 0, 637, 23034
2026/05/29 12:36:39.516, 0, 0, 637, 23034
2026/05/29 12:36:44.516, 0, 0, 637, 23034
2026/05/29 12:36:49.518, 0, 0, 637, 23034
2026/05/29 12:36:54.520, 0, 0, 637, 23034
2026/05/29 12:36:59.520, 0, 0, 637, 23034
2026/05/29 12:37:04.522, 0, 0, 637, 23034
2026/05/29 12:37:09.524, 0, 0, 637, 23034
2026/05/29 12:37:14.525, 0, 0, 637, 23034
2026/05/29 12:37:19.527, 0, 0, 637, 23034
2026/05/29 12:37:24.528, 0, 0, 637, 23034
2026/05/29 12:37:29.529, 0, 0, 637, 23034
2026/05/29 12:37:34.531, 0, 0, 637, 23034
2026/05/29 12:37:39.533, 0, 0, 637, 23034
2026/05/29 12:37:44.533, 0, 0, 637, 23034
2026/05/29 12:37:49.535, 0, 0, 637, 23034
2026/05/29 12:37:54.537, 0, 0, 637, 23034
2026/05/29 12:37:59.538, 0, 0, 637, 23034
2026/05/29 12:38:04.540, 0, 0, 637, 23034
2026/05/29 12:38:09.542, 0, 0, 637, 23034
2026/05/29 12:38:14.544, 0, 0, 637, 23034
2026/05/29 12:38:19.545, 0, 0, 637, 23034
2026/05/29 12:38:24.547, 0, 0, 637, 23034
2026/05/29 12:38:29.549, 0, 0, 637, 23034
2026/05/29 12:38:34.550, 0, 0, 637, 23034
2026/05/29 12:38:39.551, 0, 0, 637, 23034
2026/05/29 12:38:44.553, 0, 0, 637, 23034
2026/05/29 12:38:49.553, 0, 0, 649, 23034
2026/05/29 12:38:54.554, 0, 0, 649, 23034
2026/05/29 12:38:59.555, 0, 0, 649, 23034
2026/05/29 12:39:04.555, 0, 0, 649, 23034
2026/05/29 12:39:09.556, 0, 0, 649, 23034
2026/05/29 12:39:14.560, 0, 0, 649, 23034
2026/05/29 12:39:19.562, 0, 0, 649, 23034
2026/05/29 12:39:24.565, 0, 0, 649, 23034
2026/05/29 12:39:29.567, 0, 0, 649, 23034
2026/05/29 12:39:34.570, 0, 0, 649, 23034
2026/05/29 12:39:39.573, 0, 0, 649, 23034
2026/05/29 12:39:44.576, 0, 0, 649, 23034
2026/05/29 12:39:49.579, 0, 0, 649, 23034
2026/05/29 12:39:54.580, 0, 0, 649, 23034
2026/05/29 12:39:59.581, 0, 0, 649, 23034
2026/05/29 12:40:04.585, 0, 0, 649, 23034
2026/05/29 12:40:09.586, 0, 0, 649, 23034
2026/05/29 12:40:14.587, 0, 0, 649, 23034
2026/05/29 12:40:19.588, 0, 0, 649, 23034
2026/05/29 12:40:24.589, 0, 0, 649, 23034
2026/05/29 12:40:29.590, 0, 0, 649, 23034
2026/05/29 12:40:34.591, 0, 0, 649, 23034
2026/05/29 12:40:39.592, 0, 0, 649, 23034
2026/05/29 12:40:44.594, 0, 0, 649, 23034
2026/05/29 12:40:49.595, 0, 0, 649, 23034
2026/05/29 12:40:54.596, 0, 0, 649, 23034
2026/05/29 12:40:59.598, 0, 0, 649, 23034
2026/05/29 12:41:04.599, 0, 0, 649, 23034
2026/05/29 12:41:09.599, 0, 0, 637, 23034
2026/05/29 12:41:14.600, 0, 0, 637, 23034
2026/05/29 12:41:19.600, 0, 0, 637, 23034
2026/05/29 12:41:24.601, 0, 0, 637, 23034
2026/05/29 12:41:29.602, 0, 0, 637, 23034
2026/05/29 12:41:34.604, 0, 0, 637, 23034
2026/05/29 12:41:39.605, 0, 0, 637, 23034
2026/05/29 12:41:44.606, 0, 0, 637, 23034
2026/05/29 12:41:49.608, 0, 0, 637, 23034
2026/05/29 12:41:54.609, 0, 0, 637, 23034
2026/05/29 12:41:59.610, 0, 0, 637, 23034
2026/05/29 12:42:04.612, 0, 0, 637, 23034
2026/05/29 12:42:09.613, 0, 0, 637, 23034
2026/05/29 12:42:14.614, 0, 0, 637, 23034
2026/05/29 12:42:19.615, 0, 0, 637, 23034
2026/05/29 12:42:24.616, 0, 0, 637, 23034
2026/05/29 12:42:29.618, 0, 0, 637, 23034
2026/05/29 12:42:34.619, 0, 0, 637, 23034
2026/05/29 12:42:39.621, 0, 0, 637, 23034
2026/05/29 12:42:44.622, 0, 0, 637, 23034
2026/05/29 12:42:49.623, 0, 0, 637, 23034
2026/05/29 12:42:54.624, 0, 0, 637, 23034
2026/05/29 12:42:59.626, 0, 0, 637, 23034
2026/05/29 12:43:04.626, 0, 0, 637, 23034
2026/05/29 12:43:09.627, 0, 0, 637, 23034
2026/05/29 12:43:14.629, 0, 0, 637, 23034
2026/05/29 12:43:19.630, 0, 0, 637, 23034
2026/05/29 12:43:24.631, 0, 0, 637, 23034
2026/05/29 12:43:29.631, 0, 0, 637, 23034
2026/05/29 12:43:34.633, 0, 0, 637, 23034
2026/05/29 12:43:39.634, 0, 0, 637, 23034
2026/05/29 12:43:44.635, 0, 0, 637, 23034
2026/05/29 12:43:49.637, 0, 0, 637, 23034
2026/05/29 12:43:54.638, 0, 0, 637, 23034
2026/05/29 12:43:59.639, 0, 0, 637, 23034
2026/05/29 12:44:04.641, 0, 0, 637, 23034
2026/05/29 12:44:09.641, 0, 0, 637, 23034
2026/05/29 12:44:14.643, 0, 0, 637, 23034
2026/05/29 12:44:19.644, 0, 0, 637, 23034
2026/05/29 12:44:24.645, 0, 0, 637, 23034
2026/05/29 12:44:29.647, 0, 0, 637, 23034
2026/05/29 12:44:34.648, 0, 0, 637, 23034
2026/05/29 12:44:39.649, 0, 0, 637, 23034
2026/05/29 12:44:44.650, 0, 0, 637, 23034
2026/05/29 12:44:49.652, 0, 0, 637, 23034
2026/05/29 12:44:54.653, 0, 0, 637, 23034
2026/05/29 12:44:59.654, 0, 0, 637, 23034
2026/05/29 12:45:04.656, 0, 0, 637, 23034
2026/05/29 12:45:09.657, 0, 0, 637, 23034
2026/05/29 12:45:14.658, 0, 0, 637, 23034
2026/05/29 12:45:19.659, 0, 0, 637, 23034
2026/05/29 12:45:24.660, 0, 0, 637, 23034
2026/05/29 12:45:29.662, 0, 0, 637, 23034
2026/05/29 12:45:34.663, 0, 0, 637, 23034
2026/05/29 12:45:39.664, 0, 0, 637, 23034
2026/05/29 12:45:44.665, 0, 0, 637, 23034
2026/05/29 12:45:49.666, 0, 0, 637, 23034
2026/05/29 12:45:54.668, 0, 0, 637, 23034
2026/05/29 12:45:59.669, 0, 0, 637, 23034
2026/05/29 12:46:04.670, 0, 0, 637, 23034
2026/05/29 12:46:09.672, 0, 0, 637, 23034
2026/05/29 12:46:14.673, 0, 0, 637, 23034
2026/05/29 12:46:19.674, 0, 0, 637, 23034
2026/05/29 12:46:24.674, 0, 0, 637, 23034
2026/05/29 12:46:29.676, 0, 0, 637, 23034
2026/05/29 12:46:34.677, 0, 0, 637, 23034
2026/05/29 12:46:39.677, 0, 0, 637, 23034
2026/05/29 12:46:44.678, 0, 0, 637, 23034
2026/05/29 12:46:49.679, 0, 0, 637, 23034
2026/05/29 12:46:54.680, 0, 0, 637, 23034
2026/05/29 12:46:59.680, 0, 0, 637, 23034
2026/05/29 12:47:04.681, 0, 0, 637, 23034
2026/05/29 12:47:09.682, 0, 0, 637, 23034
2026/05/29 12:47:14.683, 0, 0, 637, 23034
2026/05/29 12:47:19.684, 0, 0, 637, 23034
2026/05/29 12:47:24.686, 0, 0, 637, 23034
2026/05/29 12:47:29.687, 0, 0, 637, 23034
2026/05/29 12:47:34.688, 0, 0, 637, 23034
2026/05/29 12:47:39.689, 0, 0, 637, 23034
2026/05/29 12:47:44.690, 0, 0, 637, 23034
2026/05/29 12:47:49.691, 0, 0, 637, 23034
2026/05/29 12:47:54.693, 0, 0, 637, 23034
2026/05/29 12:47:59.694, 0, 0, 637, 23034
2026/05/29 12:48:04.695, 0, 0, 637, 23034
2026/05/29 12:48:09.697, 0, 0, 637, 23034
2026/05/29 12:48:14.697, 0, 0, 637, 23034
2026/05/29 12:48:19.698, 0, 0, 637, 23034
2026/05/29 12:48:24.700, 0, 0, 637, 23034
2026/05/29 12:48:29.701, 0, 0, 637, 23034
2026/05/29 12:48:34.703, 0, 0, 637, 23034
2026/05/29 12:48:39.704, 0, 0, 637, 23034
2026/05/29 12:48:44.705, 0, 0, 637, 23034
2026/05/29 12:48:49.707, 0, 0, 637, 23034
